prompt_index,prompt,rank,event_id
1,"I want to watch a movie outdoors tonight",51,ecae58ac-469e-e067-6f79-0220fa00a0e8
1,"I want to watch a movie outdoors tonight",52,1f025e92-8039-2d72-9af4-89f218eaf3d9
1,"I want to watch a movie outdoors tonight",53,f80f7103-8412-3c80-9873-c36a089297a0
1,"I want to watch a movie outdoors tonight",54,06fec95f-4717-99f2-fdd7-e907724ec2fe
1,"I want to watch a movie outdoors tonight",55,63b4439c-c00f-4e85-f940-4a0b5d25340d
1,"I want to watch a movie outdoors tonight",56,b99ce3aa-3fc8-0782-e184-2891c5b552aa
1,"I want to watch a movie outdoors tonight",57,dc957c37-f21c-a287-1855-c7318197934c
1,"I want to watch a movie outdoors tonight",58,59ce3aaf-9fc1-633e-303a-c4e3ade889fd
1,"I want to watch a movie outdoors tonight",59,b199f9fe-95a1-a543-8fa0-a0faf4e2c961
1,"I want to watch a movie outdoors tonight",60,5cb79e2c-5c15-753c-3cc1-171c516ab936
1,"I want to watch a movie outdoors tonight",61,af8c9f26-4cbc-2414-34e8-765d1a7a801c
1,"I want to watch a movie outdoors tonight",62,51c38721-7479-929f-a758-1c432d7ad4b8
1,"I want to watch a movie outdoors tonight",63,519f9004-b3d2-0f4e-c2ec-64f381d5b78a
1,"I want to watch a movie outdoors tonight",64,8c9277b5-7020-06da-214d-6f00256874f0
1,"I want to watch a movie outdoors tonight",65,8dc921ed-2d27-1268-31c8-8cfc66352dac
1,"I want to watch a movie outdoors tonight",66,05e515da-18d3-9144-3a92-40e1a6d918f2
1,"I want to watch a movie outdoors tonight",67,13956ee6-5f17-5b4e-d3e6-7fdb142c5b9f
1,"I want to watch a movie outdoors tonight",68,628af73c-84e0-21f6-2a2b-1700a86dff8c
1,"I want to watch a movie outdoors tonight",69,7589ecaf-80f5-9d44-af7a-6156cd81a0c4
1,"I want to watch a movie outdoors tonight",70,85bb3b5b-9a95-8b73-6f88-5390118240b7
1,"I want to watch a movie outdoors tonight",71,3dde2e19-b29d-233f-3dbb-1f9c26e68eb8
1,"I want to watch a movie outdoors tonight",72,3a967291-e244-0a2e-400c-49dc8d1c60e1
1,"I want to watch a movie outdoors tonight",73,860e65c6-2261-a1f5-d030-f375f231f536
1,"I want to watch a movie outdoors tonight",74,a08204a8-01bd-f111-e0ab-84d8ae9fb4a7
1,"I want to watch a movie outdoors tonight",75,779ecca6-a625-691c-9b09-69c963beb279
1,"I want to watch a movie outdoors tonight",76,a75edaab-ec90-53a0-131c-d33fba5766b1
1,"I want to watch a movie outdoors tonight",77,a83c477b-51f8-6ac6-cffd-620edb90b6a3
1,"I want to watch a movie outdoors tonight",78,7c99ceb9-4f12-7d27-b2d8-e177e1bc0bd5
1,"I want to watch a movie outdoors tonight",79,8557d8b9-0c70-352b-ab99-58e696ff408f
1,"I want to watch a movie outdoors tonight",80,20d75837-17dc-3dd5-ddb0-3edf1c3bc675
1,"I want to watch a movie outdoors tonight",81,756ca37c-d7ef-da47-9b29-62517f92b696
1,"I want to watch a movie outdoors tonight",82,fb8cad3d-5304-1d12-2bfc-7918551ff687
1,"I want to watch a movie outdoors tonight",83,b348f22a-b0f4-bcb7-eae5-4d320a7b06e6
1,"I want to watch a movie outdoors tonight",84,6e0bf96a-a433-b2cf-f21b-46ba4a3306d8
1,"I want to watch a movie outdoors tonight",85,f123298b-10a2-6846-564d-2bec1d1deebf
1,"I want to watch a movie outdoors tonight",86,75caad92-0f1b-9f2a-d692-32d399efe152
1,"I want to watch a movie outdoors tonight",87,74476dbd-d596-cc09-8622-7e52c1111a74
1,"I want to watch a movie outdoors tonight",88,a6650b0b-825d-8573-0f12-79f3aaadbd78
1,"I want to watch a movie outdoors tonight",89,e2c5a304-9908-5002-c555-e028a3f683de
1,"I want to watch a movie outdoors tonight",90,806d1965-f99c-fe9c-4ae2-40a3bc8682ee
1,"I want to watch a movie outdoors tonight",91,6418710b-2ea0-72e6-8595-e151019b385d
1,"I want to watch a movie outdoors tonight",92,eb570bb2-2dab-374b-be36-4659d6286fea
1,"I want to watch a movie outdoors tonight",93,e34a20bd-d7e6-1921-5562-29fcf73e2247
1,"I want to watch a movie outdoors tonight",94,4e1eb9a8-cdef-8cbc-f99e-ca372a796017
1,"I want to watch a movie outdoors tonight",95,e1aa20c4-90fe-e8a7-925a-ff17f1edb48b
1,"I want to watch a movie outdoors tonight",96,4d994992-4e45-de56-6b9b-bef61b77439f
1,"I want to watch a movie outdoors tonight",97,f4da2d3b-f0dd-8fd0-85e8-e7b16436b1ce
1,"I want to watch a movie outdoors tonight",98,b835a9ea-a3db-1d27-8da9-698e166deaa2
1,"I want to watch a movie outdoors tonight",99,52a4f478-0dd7-421e-4fe3-bd62db7e6848
1,"I want to watch a movie outdoors tonight",100,5d90601b-7768-a1ab-8660-b929c3b26460
1,"I want to watch a movie outdoors tonight",101,bdc14067-d5c2-675e-ffb4-12e91372c62a
1,"I want to watch a movie outdoors tonight",102,2e0188f1-f5e5-b076-428d-1bc6b59f6b2b
1,"I want to watch a movie outdoors tonight",103,6b38924a-2ac2-126d-2cad-31611f678310
1,"I want to watch a movie outdoors tonight",104,1c6c350f-d5bf-fade-ea3a-cef46572f1fd
1,"I want to watch a movie outdoors tonight",105,1334194d-8340-735c-a765-a92592022cda
1,"I want to watch a movie outdoors tonight",106,3bcffc43-a19c-d820-3739-12e8d7992bdd
1,"I want to watch a movie outdoors tonight",107,c500fa33-c1ad-f30e-fa76-c88d29b15e91
1,"I want to watch a movie outdoors tonight",108,4835cc37-3f94-2c2d-29a2-d6e1001767b5
1,"I want to watch a movie outdoors tonight",109,e480d437-ad73-f108-8896-fe0bc2b706a8
1,"I want to watch a movie outdoors tonight",110,3e251a1f-d441-e3ec-9e0a-a1faa82dee60
1,"I want to watch a movie outdoors tonight",111,572b1c73-28ff-1b8e-179c-93014b623ecc
1,"I want to watch a movie outdoors tonight",112,6b414483-0c8f-7a00-1f5c-d953ca3d8c45
1,"I want to watch a movie outdoors tonight",113,b69179dc-2ccc-c125-bde9-f44ab44f6d68
1,"I want to watch a movie outdoors tonight",114,d8434141-2de2-3cac-e27c-4fe8dcffad2a
1,"I want to watch a movie outdoors tonight",115,f749b607-9d08-a926-659e-d3f1fb666aa1
1,"I want to watch a movie outdoors tonight",116,bf5a53ed-6757-0129-20d7-7575bec5142b
1,"I want to watch a movie outdoors tonight",117,f0f7a0db-c28a-ddeb-484c-5452068e53e7
1,"I want to watch a movie outdoors tonight",118,83c985e8-660e-c22a-71c6-ff88c374674b
1,"I want to watch a movie outdoors tonight",119,1cb0c42d-f7a5-3ef3-9dde-ab757fa88e8a
1,"I want to watch a movie outdoors tonight",120,8c2fc2ce-6a0d-26ed-dabe-01809d6f343a
1,"I want to watch a movie outdoors tonight",121,3732c5a8-e63f-4959-881e-5a030b1690d0
1,"I want to watch a movie outdoors tonight",122,4e676b73-a5d3-3aec-2b1b-f1404886ca43
1,"I want to watch a movie outdoors tonight",123,3a8ab712-1a7e-a8f7-0d0b-57e7337c8e43
1,"I want to watch a movie outdoors tonight",124,34d07d42-6c6f-4377-5afb-48b5553079a4
1,"I want to watch a movie outdoors tonight",125,6c1616d1-399f-0ad3-fcba-9427dbb0daea
1,"I want to watch a movie outdoors tonight",126,29de4e91-7aa1-ae7d-738b-bad0e0aed9b6
1,"I want to watch a movie outdoors tonight",127,19fc9dbb-edb3-48dd-9625-3e784a539842
1,"I want to watch a movie outdoors tonight",128,3ace9c2a-63e3-5617-a68c-106e5c390e0e
1,"I want to watch a movie outdoors tonight",129,87095fd8-ff8f-68d8-2fff-6538d15da977
1,"I want to watch a movie outdoors tonight",130,9e0c79d3-f989-8865-d136-3a1824c49e13
1,"I want to watch a movie outdoors tonight",131,0d5a099e-5133-eb13-083e-41e523ab060f
1,"I want to watch a movie outdoors tonight",132,9557c937-cc6c-39a1-298d-5ba4961fd448
1,"I want to watch a movie outdoors tonight",133,b93a6dc0-3c4e-b2a4-dd62-f43dc782e58f
1,"I want to watch a movie outdoors tonight",134,43e68757-853f-7b9d-d285-116a0d41a877
1,"I want to watch a movie outdoors tonight",135,d48756a2-ddb4-fa26-d550-90a791013fc6
1,"I want to watch a movie outdoors tonight",136,9fc64355-1011-5e50-741f-5fa25db50a20
1,"I want to watch a movie outdoors tonight",137,dd19f183-b70d-27d6-d525-062e393063a0
1,"I want to watch a movie outdoors tonight",138,0ade51c9-7cca-2848-2928-b8fab5a052c5
1,"I want to watch a movie outdoors tonight",139,ceaf1af0-3f35-68b0-8885-6be49c63a890
1,"I want to watch a movie outdoors tonight",140,9075d494-c8b6-453d-78b3-7de4802faaa7
1,"I want to watch a movie outdoors tonight",141,d415d8a3-9239-4bd4-3e08-59461ff95414
1,"I want to watch a movie outdoors tonight",142,cc7ade22-64c1-289b-5a4e-b5a6d53879c9
1,"I want to watch a movie outdoors tonight",143,3289d7f5-eb61-65f4-c255-454e0490150c
1,"I want to watch a movie outdoors tonight",144,a989343e-9532-b77a-ac69-a7cc40e8eb46
1,"I want to watch a movie outdoors tonight",145,df4f8afa-34c9-df53-82a3-23d5639a67b5
1,"I want to watch a movie outdoors tonight",146,a381c4c9-c334-f39b-7cbc-f67da452832e
1,"I want to watch a movie outdoors tonight",147,6cac0c5f-e048-d50b-e05a-63463009b0af
1,"I want to watch a movie outdoors tonight",148,08a16fca-2eaf-013d-1d73-75a970d077ac
1,"I want to watch a movie outdoors tonight",149,b025d77d-0acb-7068-18d6-a85473cdcc2c
1,"I want to watch a movie outdoors tonight",150,4731de51-4fd8-c601-5198-de2ebda8ad48
1,"I want to watch a movie outdoors tonight",151,bc160866-0c57-ed6a-0350-8cbeb5058117
1,"I want to watch a movie outdoors tonight",152,1df19a4e-46d0-ec0a-45b4-d5c82b61e566
1,"I want to watch a movie outdoors tonight",153,22065ce8-c1a2-483d-63a3-8b2ab48a235d
1,"I want to watch a movie outdoors tonight",154,2de57e78-faba-0d7f-bbe4-1fcceda02da7
1,"I want to watch a movie outdoors tonight",155,bb203aaa-6b32-bab8-4979-b68557ca28ee
1,"I want to watch a movie outdoors tonight",156,d3400513-b404-e3ba-e0bb-f0c6168e0212
1,"I want to watch a movie outdoors tonight",157,89b77fed-45f4-0a4f-ea5b-75613d2a95ee
1,"I want to watch a movie outdoors tonight",158,43db1f46-e59e-bee4-83d5-840f2d848e4d
1,"I want to watch a movie outdoors tonight",159,afb13a4a-4a76-c774-7c1e-ee943f618699
1,"I want to watch a movie outdoors tonight",160,31510ea1-b174-066d-2af9-a455e03e35e4
2,"Are there any World Cup watch parties happening?",1,7cf23f22-b82e-c6a0-ce77-295440aec088
2,"Are there any World Cup watch parties happening?",2,3224ea40-526a-cd10-83de-7bc7c48642eb
2,"Are there any World Cup watch parties happening?",3,35e42701-0e60-7c96-f2ae-df55a809efdd
2,"Are there any World Cup watch parties happening?",4,abfe5a50-98a4-445c-8afa-5e20bded568c
2,"Are there any World Cup watch parties happening?",5,8dc921ed-2d27-1268-31c8-8cfc66352dac
2,"Are there any World Cup watch parties happening?",6,27029a54-9b9f-5119-3c05-ea70fb25cf1a
2,"Are there any World Cup watch parties happening?",7,7c99ceb9-4f12-7d27-b2d8-e177e1bc0bd5
2,"Are there any World Cup watch parties happening?",8,6229d9bd-708c-91af-a9e1-3f5adf16b65e
2,"Are there any World Cup watch parties happening?",9,1d6e2cf5-be2d-3dcb-ad13-c872f2b32753
2,"Are there any World Cup watch parties happening?",10,865b15bf-64fd-f5e7-2bfd-5476b2dabc49
2,"Are there any World Cup watch parties happening?",11,5cb79e2c-5c15-753c-3cc1-171c516ab936
2,"Are there any World Cup watch parties happening?",12,33b13dc9-3ecb-79aa-80e8-ec1914076ede
2,"Are there any World Cup watch parties happening?",13,df699610-4e77-1cd8-bcc9-d37dc59bcb33
2,"Are there any World Cup watch parties happening?",14,6483e074-b3f5-4f37-7844-6ed1ca8330d6
2,"Are there any World Cup watch parties happening?",15,b93a6dc0-3c4e-b2a4-dd62-f43dc782e58f
2,"Are there any World Cup watch parties happening?",16,e58b9522-ac35-ce62-bf8a-e9d9e3268b40
2,"Are there any World Cup watch parties happening?",17,fd242173-cd37-577c-dc25-15bbd5ce0e32
2,"Are there any World Cup watch parties happening?",18,e0392fa4-81f0-8696-1192-ba3c8d950559
2,"Are there any World Cup watch parties happening?",19,46240cc1-8f8c-3aff-157c-2553cbb7b95b
2,"Are there any World Cup watch parties happening?",20,f2cc6e39-8cc9-41d2-28e5-be712f0559eb
2,"Are there any World Cup watch parties happening?",21,1ef66e0b-4da0-c445-72c0-6211f390faae
2,"Are there any World Cup watch parties happening?",22,5445cf6b-2f49-962a-4150-9ce71a15e362
2,"Are there any World Cup watch parties happening?",23,6647d1e0-89cf-96c6-a0ee-b7ddcd1e7aae
2,"Are there any World Cup watch parties happening?",24,cc0c5e23-50cf-f7c2-d430-babca714b2dc
2,"Are there any World Cup watch parties happening?",25,a91a53ee-7997-9bdc-bfdf-2afd17d71c92
2,"Are there any World Cup watch parties happening?",26,a3bcc678-f13e-0bef-44ca-abc9781e6179
2,"Are there any World Cup watch parties happening?",27,b348f22a-b0f4-bcb7-eae5-4d320a7b06e6
2,"Are there any World Cup watch parties happening?",28,7589ecaf-80f5-9d44-af7a-6156cd81a0c4
2,"Are there any World Cup watch parties happening?",29,8557d8b9-0c70-352b-ab99-58e696ff408f
2,"Are there any World Cup watch parties happening?",30,ad79d119-109e-69c9-5430-1d199d56ffff
2,"Are there any World Cup watch parties happening?",31,0f5fd85c-3ce8-8db6-de89-9d2e6e3c9540
2,"Are there any World Cup watch parties happening?",32,af18d9a4-0efd-fcfc-9466-96920367e468
2,"Are there any World Cup watch parties happening?",33,b025d77d-0acb-7068-18d6-a85473cdcc2c
2,"Are there any World Cup watch parties happening?",34,acc56d70-3f69-4388-7377-d3e11ab3658f
2,"Are there any World Cup watch parties happening?",35,51c38721-7479-929f-a758-1c432d7ad4b8
2,"Are there any World Cup watch parties happening?",36,69a54b21-a995-3902-5412-bf466e80521d
2,"Are there any World Cup watch parties happening?",37,53a9228e-ffef-c9cc-b6eb-1676d2ba671c
2,"Are there any World Cup watch parties happening?",38,0537314a-7538-c5ac-dbc4-ef51b2a94869
2,"Are there any World Cup watch parties happening?",39,f23a1623-9286-07a6-3bc4-fa5aff087ad2
2,"Are there any World Cup watch parties happening?",40,bb203aaa-6b32-bab8-4979-b68557ca28ee
2,"Are there any World Cup watch parties happening?",41,b8cdb2af-faa1-8229-4126-b7a0b0950e6a
2,"Are there any World Cup watch parties happening?",42,728ae5d1-3b04-57a6-c146-9b3970a63262
2,"Are there any World Cup watch parties happening?",43,9ad48c1e-d585-e3cb-98f2-556988d0b1d7
2,"Are there any World Cup watch parties happening?",44,f5bb56f8-4363-9bf6-ae2d-82b1ddb01930
2,"Are there any World Cup watch parties happening?",45,391198fc-ef3b-bab1-47d3-3326ff363913
2,"Are there any World Cup watch parties happening?",46,63334646-8d46-cdf7-84c0-0d8b2c5e6cca
2,"Are there any World Cup watch parties happening?",47,7287f36a-cd23-f137-75fe-0673d2df3a6f
2,"Are there any World Cup watch parties happening?",48,8119f4a6-3d86-f4db-5064-f7514e8797d4
2,"Are there any World Cup watch parties happening?",49,e29b6e84-37c6-0119-7e92-eaca480f6893
2,"Are there any World Cup watch parties happening?",50,499984ba-56ac-5503-06a9-8c720ab3a0b5
2,"Are there any World Cup watch parties happening?",51,6d7996c5-e228-7b72-461e-7e7c39bf7160
2,"Are there any World Cup watch parties happening?",52,530b297f-e6ba-5820-b4b4-db0a0cbaa7c6
2,"Are there any World Cup watch parties happening?",53,0eba4583-43a2-cfb2-4a58-6db7160b5038
2,"Are there any World Cup watch parties happening?",54,21400fcd-7dd9-7aac-ad2c-a95ff8824d44
2,"Are there any World Cup watch parties happening?",55,4d6add26-da1e-323d-ef23-a5f303c9600d
2,"Are there any World Cup watch parties happening?",56,16e2fa58-54e0-8500-b09f-2ceb22ced01e
2,"Are there any World Cup watch parties happening?",57,c9e7914a-fcd5-c719-2cb1-b1bc34a712d1
2,"Are there any World Cup watch parties happening?",58,f7ed64ee-ab19-263c-c595-dbdc10174968
2,"Are there any World Cup watch parties happening?",59,bed0b708-11f4-cf65-c8fa-0fbc2f4d5bb4
2,"Are there any World Cup watch parties happening?",60,b8563cbb-83f3-14ef-daf7-16743d25f211
2,"Are there any World Cup watch parties happening?",61,a91c0b37-35eb-4591-fe64-23c39b471965
2,"Are there any World Cup watch parties happening?",62,b199f9fe-95a1-a543-8fa0-a0faf4e2c961
2,"Are there any World Cup watch parties happening?",63,761faee1-eae4-0678-13aa-6a46d611e206
2,"Are there any World Cup watch parties happening?",64,62de876c-de99-a803-e9aa-7e8e6375c2d8
2,"Are there any World Cup watch parties happening?",65,df4f8afa-34c9-df53-82a3-23d5639a67b5
2,"Are there any World Cup watch parties happening?",66,6c188e7e-4a29-ac46-7f16-f9abf7ea7ec8
2,"Are there any World Cup watch parties happening?",67,9d339de4-da88-0a8c-daa3-b81c68fd93dc
2,"Are there any World Cup watch parties happening?",68,c1cc1911-9abf-ae27-c7a4-b766a316dfda
2,"Are there any World Cup watch parties happening?",69,e91c2c77-0103-3bfb-e54a-9ffd0f144c33
2,"Are there any World Cup watch parties happening?",70,4f4bf320-9cc9-9804-5abd-f9b2f1ad7ea8
2,"Are there any World Cup watch parties happening?",71,ed370fba-9525-2c15-141d-8aa30fd100c8
2,"Are there any World Cup watch parties happening?",72,c684d95d-b726-2b01-8a46-f9a0e20f2035
2,"Are there any World Cup watch parties happening?",73,43e68757-853f-7b9d-d285-116a0d41a877
2,"Are there any World Cup watch parties happening?",74,cb12a15b-f521-8ae6-72bd-0bc8284f8556
2,"Are there any World Cup watch parties happening?",75,9b0ade7f-89ed-df30-80fc-1ff053dd894e
2,"Are there any World Cup watch parties happening?",76,d4c44f2f-cc47-0c33-3155-e57fe22e4a95
2,"Are there any World Cup watch parties happening?",77,fae762bb-f9f5-e114-e436-97c27de5f807
2,"Are there any World Cup watch parties happening?",78,8460789d-3186-9b6c-194b-67d142af74b4
2,"Are there any World Cup watch parties happening?",79,2b23d490-edd1-4a4f-2e00-ce70dc60689a
2,"Are there any World Cup watch parties happening?",80,a1ca0675-b0f1-6219-c6d2-f3da08c8e362
2,"Are there any World Cup watch parties happening?",81,7cc03fa6-ef47-95b3-103b-7b9a5e877c1a
2,"Are there any World Cup watch parties happening?",82,e480d437-ad73-f108-8896-fe0bc2b706a8
2,"Are there any World Cup watch parties happening?",83,0e696d8d-99e3-b950-8319-ab67263a18e1
2,"Are there any World Cup watch parties happening?",84,7128204d-a474-c210-c381-776af0773eec
2,"Are there any World Cup watch parties happening?",85,519f9004-b3d2-0f4e-c2ec-64f381d5b78a
2,"Are there any World Cup watch parties happening?",86,8c9277b5-7020-06da-214d-6f00256874f0
2,"Are there any World Cup watch parties happening?",87,4baa8e4e-9624-c913-96d8-3b2b58d1dd99
2,"Are there any World Cup watch parties happening?",88,a89838bf-dfd1-4063-304c-0b3e84aa5190
2,"Are there any World Cup watch parties happening?",89,22e6532a-691f-c082-4cc4-3592783aee62
2,"Are there any World Cup watch parties happening?",90,44e0a09a-5e7f-b883-7665-3d32bd475b8b
2,"Are there any World Cup watch parties happening?",91,040a112b-02b1-8a08-555f-0d92ab69a575
2,"Are there any World Cup watch parties happening?",92,d86f9c38-a2d7-e755-d54e-58c06ca56a01
2,"Are there any World Cup watch parties happening?",93,6a046a68-7cc8-4e6c-17e8-820de4fa9954
2,"Are there any World Cup watch parties happening?",94,6e0bf96a-a433-b2cf-f21b-46ba4a3306d8
2,"Are there any World Cup watch parties happening?",95,90d48d80-14ea-f66a-efed-6edf36762240
2,"Are there any World Cup watch parties happening?",96,628af73c-84e0-21f6-2a2b-1700a86dff8c
2,"Are there any World Cup watch parties happening?",97,142d640b-38fe-e9f6-9739-a72f29f0d4c5
2,"Are there any World Cup watch parties happening?",98,75fd3a7c-40ca-7a25-3659-4b3b19c4c284
2,"Are there any World Cup watch parties happening?",99,1a74d581-af44-12e8-ba48-3824e7e6189e
2,"Are there any World Cup watch parties happening?",100,13956ee6-5f17-5b4e-d3e6-7fdb142c5b9f
2,"Are there any World Cup watch parties happening?",101,4b7eb04f-3faf-39f6-9b20-f3373effe3a4
2,"Are there any World Cup watch parties happening?",102,616e86d3-a8e8-3ea5-2fa2-81bb49beaeec
2,"Are there any World Cup watch parties happening?",103,53f21e98-9b9f-3ecf-4d8b-cd353a0b049c
2,"Are there any World Cup watch parties happening?",104,e86c0d50-aae8-a5f9-d729-bfc0eeb3acb6
2,"Are there any World Cup watch parties happening?",105,3dde2e19-b29d-233f-3dbb-1f9c26e68eb8
2,"Are there any World Cup watch parties happening?",106,8fee813c-e691-b1c7-0fbc-066d0e733ebb
2,"Are there any World Cup watch parties happening?",107,3bcffc43-a19c-d820-3739-12e8d7992bdd
2,"Are there any World Cup watch parties happening?",108,6e147e2a-9c3b-5b17-1245-940178f81d99
2,"Are there any World Cup watch parties happening?",109,4528cb60-76b5-9efb-eafc-382e6924ca27
2,"Are there any World Cup watch parties happening?",110,e89b1943-4fd8-2625-353f-3f6bbc614a0e
2,"Are there any World Cup watch parties happening?",111,6a410d8f-4b7c-2577-d682-3f44614d4078
2,"Are there any World Cup watch parties happening?",112,b5bbc425-550d-c332-9a69-fb5fdafd13c0
2,"Are there any World Cup watch parties happening?",113,a59027a7-34b8-e71a-118f-62760c4be1d0
2,"Are there any World Cup watch parties happening?",114,a381c4c9-c334-f39b-7cbc-f67da452832e
2,"Are there any World Cup watch parties happening?",115,748907bf-510f-bcd8-5f10-1b75b7fd0da6
2,"Are there any World Cup watch parties happening?",116,86d1433e-c575-9b3a-b3e8-35d75ff0d1b9
2,"Are there any World Cup watch parties happening?",117,d3d7624d-a828-3140-0a60-375361181d22
2,"Are there any World Cup watch parties happening?",118,dfc75eeb-4a88-77ae-f152-d62d098447cc
2,"Are there any World Cup watch parties happening?",119,83c985e8-660e-c22a-71c6-ff88c374674b
2,"Are there any World Cup watch parties happening?",120,8c2fc2ce-6a0d-26ed-dabe-01809d6f343a
2,"Are there any World Cup watch parties happening?",121,98744771-3956-8de2-f799-a79f4d5eedbe
2,"Are there any World Cup watch parties happening?",122,fee6b9cc-af04-53e2-5da3-a30957c3b5bf
2,"Are there any World Cup watch parties happening?",123,91240817-d831-8bdb-dfb4-18bddb5d6d24
2,"Are there any World Cup watch parties happening?",124,b835a9ea-a3db-1d27-8da9-698e166deaa2
2,"Are there any World Cup watch parties happening?",125,00ea635a-2b98-2bb9-f855-97d27bbfb62a
2,"Are there any World Cup watch parties happening?",126,d93a3c11-90aa-3a9a-5587-0f61e320995a
2,"Are there any World Cup watch parties happening?",127,4fa28fa4-3be4-b56a-5561-919d71a393f1
2,"Are there any World Cup watch parties happening?",128,6f3baf38-daea-8ef1-90bd-f1c9bcb02073
2,"Are there any World Cup watch parties happening?",129,63b4439c-c00f-4e85-f940-4a0b5d25340d
